material_type,strength_mpa,weight_capacity_kg,biodegradability_score,co2_emission_score,recyclability_percent,co2_impact_index,cost_efficiency_index,material_suitability_score,predicted_cost_usd,predicted_co2_footprint,shipping_category,material_safety,material_category
Camera DSLR Model 57,49,9,12,2.25,1,37.65,20.55,19.31,99.51,52.27,Ultra-Light,Moderate,Camera DSLR
Smartwatch Model 394,60,18,23,0.7,10,32.52,23.47,27.9,123.49,35.87,Ultra-Light,Moderate,Smartwatch
Laptop Model 158,16,11,22,2.4,27,32.14,11.05,14.74,65.05,51.0,Ultra-Light,Moderate,Laptop
Gaming Console Model 472,17,16,86,2.43,78,7.86,27.78,29.09,34.41,23.65,Ultra-Light,Safe,Gaming Console
Smartphone Model 121,20,17,29,1.21,72,24.83,22.16,29.07,45.1,37.0,Ultra-Light,Safe,Smartphone
Power Bank Model 441,39,12,90,0.73,23,11.14,21.29,22.29,80.28,10.28,Ultra-Light,Moderate,Power Bank
Bluetooth Speaker Model 286,17,15,90,0.58,17,11.65,10.27,13.86,88.35,9.12,Ultra-Light,Moderate,Bluetooth Speaker
Smartwatch Model 290,54,10,32,2.04,73,24.32,42.16,39.34,71.6,46.19,Ultra-Light,Safe,Smartwatch
Camera DSLR Model 124,10,10,70,1.64,75,12.48,26.96,24.5,36.54,25.63,Ultra-Light,Safe,Camera DSLR
Camera DSLR Model 14,22,16,44,1.23,49,22.64,18.79,23.77,65.08,33.66,Ultra-Light,Moderate,Camera DSLR
Power Bank Model 103,46,13,40,2.9,18,27.94,18.07,23.42,103.78,46.42,Ultra-Light,Moderate,Power Bank
Camera DSLR Model 216,37,12,48,2.02,44,22.41,26.69,26.65,65.12,37.64,Ultra-Light,Moderate,Camera DSLR
Bluetooth Speaker Model 260,50,19,56,2.93,66,18.36,36.55,38.31,79.89,41.09,Ultra-Light,Safe,Bluetooth Speaker
Laptop Model 67,23,15,14,2.2,82,28.92,32.62,31.97,46.27,52.45,Ultra-Light,Safe,Laptop
Tablet Model 248,23,9,100,1.61,49,6.07,19.43,22.31,50.0,14.24,Ultra-Light,Moderate,Tablet
Gaming Console Model 268,27,3,71,1.83,62,13.6,32.72,25.43,46.04,25.28,Ultra-Light,Safe,Gaming Console
Hard Disk Drive Model 231,49,5,55,0.84,64,17.6,36.55,34.27,57.86,21.95,Ultra-Light,Safe,Hard Disk Drive
Camera DSLR Model 9,37,2,18,2.36,39,32.12,28.0,22.85,53.18,49.8,Ultra-Light,Moderate,Camera DSLR
Tablet Model 252,26,7,25,2.15,91,24.69,32.72,33.28,33.06,46.89,Ultra-Light,Safe,Tablet
Tablet Model 295,31,5,44,1.59,24,25.35,19.48,17.86,75.58,34.53,Ultra-Light,Moderate,Tablet
Headphones Model 278,58,17,85,0.71,27,12.23,31.17,31.19,114.53,11.1,Ultra-Light,Moderate,Headphones
Bluetooth Speaker Model 251,47,19,0,0.73,94,31.04,44.12,44.59,69.27,45.11,Ultra-Light,Safe,Bluetooth Speaker
Smartphone Model 332,18,16,24,2.75,94,25.05,29.32,33.39,38.56,52.39,Ultra-Light,Safe,Smartphone
Smartphone Model 171,43,8,49,1.57,26,23.64,26.59,23.31,87.11,34.23,Ultra-Light,Moderate,Smartphone
Smartphone Model 368,40,7,88,0.62,32,10.77,21.65,23.66,69.24,10.25,Ultra-Light,Moderate,Smartphone
Smartphone Model 271,53,6,82,0.46,31,12.58,28.7,27.73,73.58,10.49,Ultra-Light,Moderate,Smartphone
Power Bank Model 363,32,9,22,0.42,74,26.25,32.09,31.89,40.34,35.71,Ultra-Light,Safe,Power Bank
Smartphone Model 460,25,9,53,1.97,23,22.98,20.25,16.45,79.63,33.41,Ultra-Light,Moderate,Smartphone
Gaming Console Model 165,29,16,78,2.32,84,9.59,31.04,34.8,57.47,28.79,Ultra-Light,Safe,Gaming Console
Hard Disk Drive Model 332,56,10,53,2.11,52,20.17,32.65,34.78,78.9,34.25,Ultra-Light,Safe,Hard Disk Drive
Gaming Console Model 369,33,3,40,1.58,50,23.95,27.9,24.56,53.44,36.18,Ultra-Light,Moderate,Gaming Console
Camera DSLR Model 60,32,10,14,0.65,23,33.89,12.93,19.35,70.25,41.01,Ultra-Light,Moderate,Camera DSLR
Smartwatch Model 455,51,7,1,2.72,86,32.73,41.17,40.69,47.96,61.04,Ultra-Light,Safe,Smartwatch
Bluetooth Speaker Model 49,54,9,18,0.58,94,25.55,49.01,44.56,51.27,37.95,Ultra-Light,Safe,Bluetooth Speaker
Smartwatch Model 65,48,20,5,2.06,38,35.94,25.85,30.99,96.17,54.8,Ultra-Light,Moderate,Smartwatch
Power Bank Model 309,51,15,99,2.29,28,8.87,26.72,28.26,95.22,18.41,Ultra-Light,Moderate,Power Bank
Gaming Console Model 476,24,20,89,2.27,24,12.26,12.29,19.06,80.76,23.38,Ultra-Light,Moderate,Gaming Console
Headphones Model 486,47,15,93,2.04,82,5.12,47.66,40.39,63.28,19.41,Ultra-Light,Safe,Headphones
Bluetooth Speaker Model 439,19,6,100,1.41,88,2.05,33.68,29.94,24.93,10.08,Ultra-Light,Safe,Bluetooth Speaker
Smartphone Model 73,52,2,23,1.67,45,29.6,34.98,29.7,76.92,45.26,Ultra-Light,Moderate,Smartphone
Headphones Model 474,10,4,28,2.4,20,31.04,9.3,9.14,46.42,48.34,Ultra-Light,Moderate,Headphones
Hard Disk Drive Model 50,39,11,88,0.85,93,4.81,37.84,39.52,49.51,10.59,Ultra-Light,Safe,Hard Disk Drive
Power Bank Model 473,16,19,8,1.07,89,29.34,24.51,32.44,41.87,45.7,Ultra-Light,Safe,Power Bank
Headphones Model 168,20,18,4,1.47,66,33.08,23.3,27.78,46.55,50.24,Ultra-Light,Safe,Headphones
Gaming Console Model 307,57,4,14,1.78,5,36.37,31.99,21.93,96.68,47.62,Ultra-Light,Moderate,Gaming Console
Bluetooth Speaker Model 12,34,9,20,2.07,1,35.14,16.55,14.09,87.04,47.75,Ultra-Light,Moderate,Bluetooth Speaker
Power Bank Model 298,40,9,92,2.53,70,6.92,38.27,33.37,62.34,21.57,Ultra-Light,Safe,Power Bank
Power Bank Model 477,33,14,87,2.98,29,12.79,17.82,21.85,87.85,30.49,Ultra-Light,Moderate,Power Bank
Camera DSLR Model 174,26,18,93,2.89,84,5.43,32.13,34.17,48.43,27.18,Ultra-Light,Safe,Camera DSLR
Laptop Model 362,54,12,94,1.77,45,8.36,34.86,32.88,90.07,17.51,Ultra-Light,Moderate,Laptop
Headphones Model 226,47,9,6,2.8,82,31.68,42.39,38.78,48.77,60.74,Ultra-Light,Safe,Headphones
Bluetooth Speaker Model 230,41,4,99,1.39,76,3.53,40.46,34.14,43.56,13.09,Ultra-Light,Safe,Bluetooth Speaker
Smartphone Model 364,30,8,19,2.51,45,31.31,24.76,23.37,56.1,51.87,Ultra-Light,Moderate,Smartphone
Camera DSLR Model 15,53,14,48,2.81,24,24.89,24.56,27.63,100.46,42.2,Ultra-Light,Moderate,Camera DSLR
Tablet Model 399,17,15,20,0.79,90,25.47,29.93,32.08,33.69,37.81,Ultra-Light,Safe,Tablet
Headphones Model 346,48,10,9,1.43,100,28.16,56.23,44.09,47.81,47.29,Ultra-Light,Safe,Headphones
Gaming Console Model 451,49,6,62,2.78,13,21.77,21.05,21.48,96.11,35.86,Ultra-Light,Moderate,Gaming Console
Smartphone Model 242,32,15,94,1.61,62,6.57,30.02,30.21,59.94,14.11,Ultra-Light,Safe,Smartphone
Camera DSLR Model 14,23,16,43,1.16,47,23.1,19.61,23.63,74.01,30.37,Ultra-Light,Moderate,Camera DSLR
Smartphone Model 337,35,6,62,0.58,83,13.45,37.32,34.41,42.53,19.03,Ultra-Light,Safe,Smartphone
Smartwatch Model 301,33,19,15,1.27,13,34.96,10.67,19.36,98.01,43.58,Ultra-Light,Moderate,Smartwatch
Tablet Model 356,40,14,96,1.74,15,10.74,19.01,20.99,91.91,14.91,Ultra-Light,Moderate,Tablet
Hard Disk Drive Model 2,59,4,31,2.47,40,28.18,26.21,31.28,91.03,49.49,Ultra-Light,Moderate,Hard Disk Drive
Tablet Model 225,53,19,56,0.5,80,15.5,39.73,43.22,79.01,21.66,Ultra-Light,Safe,Tablet
Hard Disk Drive Model 45,46,14,5,0.5,61,32.7,32.82,34.77,72.85,40.43,Ultra-Light,Safe,Hard Disk Drive
Hard Disk Drive Model 195,34,5,34,1.84,63,24.6,29.08,28.62,59.34,40.51,Ultra-Light,Safe,Hard Disk Drive
Smartwatch Model 95,53,16,40,1.26,4,28.36,19.32,23.36,111.94,33.78,Ultra-Light,Moderate,Smartwatch
Camera DSLR Model 424,19,6,78,1.09,18,15.45,10.66,12.49,58.55,18.64,Ultra-Light,Moderate,Camera DSLR
Smartphone Model 193,37,9,6,1.03,77,31.12,40.55,34.3,51.23,45.73,Ultra-Light,Safe,Smartphone
Gaming Console Model 298,14,19,14,0.75,19,34.35,3.98,14.29,71.18,40.34,Ultra-Light,Moderate,Gaming Console
Hard Disk Drive Model 419,15,15,41,2.11,74,21.57,20.43,27.18,37.25,39.06,Ultra-Light,Safe,Hard Disk Drive
Smartwatch Model 402,16,11,2,2.32,42,36.59,19.67,18.5,66.62,59.39,Ultra-Light,Moderate,Smartwatch
Hard Disk Drive Model 24,52,2,57,2.64,87,15.78,45.94,40.05,54.67,39.32,Ultra-Light,Safe,Hard Disk Drive
Bluetooth Speaker Model 21,43,3,86,2.67,63,9.5,33.83,31.15,62.02,24.77,Ultra-Light,Safe,Bluetooth Speaker
Gaming Console Model 261,19,3,87,1.15,94,5.19,35.97,30.73,18.89,15.06,Ultra-Light,Safe,Gaming Console
Smartphone Model 435,40,6,94,1.67,83,4.5,37.21,36.0,45.53,17.28,Ultra-Light,Safe,Smartphone
Gaming Console Model 493,20,14,60,0.65,56,16.79,24.03,24.4,55.18,20.87,Ultra-Light,Safe,Gaming Console
Hard Disk Drive Model 339,27,8,65,1.12,68,14.37,24.51,28.28,44.07,21.16,Ultra-Light,Safe,Hard Disk Drive
Tablet Model 298,48,13,31,1.47,89,22.68,41.34,42.08,56.05,39.26,Ultra-Light,Safe,Tablet
Smartphone Model 440,30,14,15,2.28,77,29.17,30.35,32.91,57.61,53.38,Ultra-Light,Safe,Smartphone
Gaming Console Model 269,23,13,54,1.63,99,14.88,38.36,35.81,33.04,30.76,Ultra-Light,Safe,Gaming Console
Laptop Model 496,50,17,18,2.39,57,30.33,32.87,35.64,84.59,52.52,Ultra-Light,Safe,Laptop
Camera DSLR Model 417,38,12,83,1.36,96,6.32,42.53,40.1,45.37,16.71,Ultra-Light,Safe,Camera DSLR
Hard Disk Drive Model 135,48,8,1,2.0,88,32.1,39.64,40.5,47.53,55.22,Ultra-Light,Safe,Hard Disk Drive
Smartphone Model 441,21,3,24,1.79,26,31.27,8.62,14.33,67.93,44.53,Ultra-Light,Moderate,Smartphone
Camera DSLR Model 82,41,6,7,1.26,53,33.36,30.87,28.91,58.06,47.08,Ultra-Light,Safe,Camera DSLR
Smartphone Model 83,58,14,60,1.58,83,14.65,43.68,44.31,75.72,28.55,Ultra-Light,Safe,Smartphone
Tablet Model 20,57,12,89,1.32,30,11.09,27.26,30.25,89.1,16.74,Ultra-Light,Moderate,Tablet
Camera DSLR Model 178,43,20,23,1.37,10,32.92,16.55,22.34,100.06,42.39,Ultra-Light,Moderate,Camera DSLR
Smartwatch Model 365,30,13,48,1.07,93,16.94,33.14,36.84,34.42,28.06,Ultra-Light,Safe,Smartwatch
Bluetooth Speaker Model 463,25,16,60,1.44,49,17.96,22.68,24.78,62.42,27.4,Ultra-Light,Moderate,Bluetooth Speaker
Smartphone Model 26,47,13,98,0.71,39,7.13,25.73,29.34,89.41,6.67,Ultra-Light,Moderate,Smartphone
Hard Disk Drive Model 179,19,14,100,1.41,85,2.35,32.09,31.19,35.34,10.51,Ultra-Light,Safe,Hard Disk Drive
Smartphone Model 371,15,14,35,1.33,3,30.0,3.09,9.3,75.05,36.36,Ultra-Light,Moderate,Smartphone
Headphones Model 247,37,13,41,2.57,55,23.74,23.27,29.56,68.73,43.67,Ultra-Light,Safe,Headphones
Gaming Console Model 117,29,2,0,1.7,98,31.22,41.75,34.89,28.46,54.46,Ultra-Light,Safe,Gaming Console
Headphones Model 390,20,10,94,1.7,71,5.72,22.28,27.0,49.5,15.28,Ultra-Light,Safe,Headphones
Camera DSLR Model 110,13,8,82,1.57,2,16.14,0.82,6.81,71.78,18.11,Ultra-Light,Moderate,Camera DSLR
Power Bank Model 268,46,5,75,1.48,35,14.89,21.43,25.88,80.0,23.24,Ultra-Light,Moderate,Power Bank
Gaming Console Model 185,56,11,88,1.35,64,8.01,36.17,38.15,71.09,15.1,Ultra-Light,Safe,Gaming Console
Bluetooth Speaker Model 391,47,19,9,0.97,74,30.48,42.22,39.55,63.63,45.2,Ultra-Light,Safe,Bluetooth Speaker
Bluetooth Speaker Model 51,48,2,35,2.04,83,22.42,43.36,37.74,41.23,41.87,Ultra-Light,Safe,Bluetooth Speaker
Laptop Model 163,60,20,78,2.15,70,10.89,40.53,43.18,92.88,27.27,Ultra-Light,Safe,Laptop
Tablet Model 248,23,9,100,1.6,48,6.16,24.43,22.06,65.62,12.54,Ultra-Light,Moderate,Tablet
Camera DSLR Model 255,26,7,15,1.88,14,35.23,12.46,14.07,68.57,48.48,Ultra-Light,Moderate,Camera DSLR
Gaming Console Model 139,56,17,69,0.64,90,10.68,51.9,46.25,74.07,17.98,Ultra-Light,Safe,Gaming Console
Bluetooth Speaker Model 300,58,17,76,1.37,78,10.22,42.31,43.84,78.75,19.99,Ultra-Light,Safe,Bluetooth Speaker
Camera DSLR Model 382,46,19,37,2.74,86,21.94,40.42,41.94,64.42,48.09,Ultra-Light,Safe,Camera DSLR
Gaming Console Model 72,25,3,28,0.53,54,26.52,21.93,22.92,49.0,32.83,Ultra-Light,Safe,Gaming Console
Bluetooth Speaker Model 349,56,14,0,1.8,33,37.78,33.42,31.08,91.72,55.67,Ultra-Light,Moderate,Bluetooth Speaker
Bluetooth Speaker Model 444,45,20,50,2.91,70,19.75,34.91,37.81,75.55,42.05,Ultra-Light,Safe,Bluetooth Speaker
Hard Disk Drive Model 66,60,17,71,1.73,71,12.64,45.72,42.74,85.88,24.92,Ultra-Light,Safe,Hard Disk Drive
Hard Disk Drive Model 401,12,16,30,1.8,21,29.98,8.83,13.18,75.06,40.82,Ultra-Light,Moderate,Hard Disk Drive
Bluetooth Speaker Model 453,29,8,98,2.37,42,7.82,19.82,22.29,68.31,20.68,Ultra-Light,Moderate,Bluetooth Speaker
Bluetooth Speaker Model 500,47,8,78,1.37,18,15.62,23.01,22.74,88.38,19.35,Ultra-Light,Moderate,Bluetooth Speaker
Bluetooth Speaker Model 424,60,19,89,1.37,69,7.22,39.01,42.79,82.75,17.18,Ultra-Light,Safe,Bluetooth Speaker
Bluetooth Speaker Model 377,36,20,80,2.88,10,16.73,13.62,19.67,96.91,31.45,Ultra-Light,Moderate,Bluetooth Speaker
Power Bank Model 299,49,14,21,2.17,34,31.6,29.57,28.82,91.34,47.21,Ultra-Light,Moderate,Power Bank
Gaming Console Model 464,15,20,63,2.45,45,18.07,15.37,21.13,70.13,36.96,Ultra-Light,Moderate,Gaming Console
Bluetooth Speaker Model 211,59,4,66,2.51,53,16.41,36.81,34.52,71.34,33.92,Ultra-Light,Safe,Bluetooth Speaker
Smartwatch Model 126,21,17,49,2.09,29,23.65,11.7,18.54,74.27,37.25,Ultra-Light,Moderate,Smartwatch
Tablet Model 249,37,6,78,1.39,94,8.03,40.28,37.74,42.56,19.43,Ultra-Light,Safe,Tablet
Headphones Model 39,42,17,71,0.3,61,12.78,31.56,34.16,76.88,12.78,Ultra-Light,Safe,Headphones
Gaming Console Model 261,19,4,91,1.13,90,4.38,36.16,29.98,24.65,11.38,Ultra-Light,Safe,Gaming Console
Headphones Model 20,42,19,67,1.44,79,12.86,35.99,38.98,71.32,26.61,Ultra-Light,Safe,Headphones
Gaming Console Model 381,19,10,40,2.59,10,28.55,5.79,11.26,79.64,45.45,Ultra-Light,Moderate,Gaming Console
Power Bank Model 372,15,13,10,1.42,53,32.55,16.35,21.54,54.87,48.62,Ultra-Light,Safe,Power Bank
Laptop Model 259,26,4,20,2.2,2,35.12,10.89,10.27,73.93,49.93,Ultra-Light,Moderate,Laptop
Smartwatch Model 257,43,15,70,1.19,57,14.01,26.28,32.87,74.25,20.9,Ultra-Light,Safe,Smartwatch
Headphones Model 277,43,6,76,1.66,98,8.4,46.85,40.8,35.77,24.08,Ultra-Light,Safe,Headphones
Hard Disk Drive Model 280,11,2,32,0.66,45,26.3,20.6,15.5,42.49,31.89,Ultra-Light,Moderate,Hard Disk Drive
Power Bank Model 234,59,20,14,2.3,87,28.48,49.3,47.06,78.06,54.71,Ultra-Light,Safe,Power Bank
Camera DSLR Model 341,17,3,92,0.6,93,3.46,33.96,29.86,16.71,8.26,Ultra-Light,Safe,Camera DSLR
Laptop Model 74,57,15,26,1.18,52,27.71,36.4,36.52,82.55,39.69,Ultra-Light,Safe,Laptop
Tablet Model 288,25,19,69,2.03,30,17.52,14.07,20.7,81.16,28.08,Ultra-Light,Moderate,Tablet
Smartphone Model 313,45,5,66,0.81,64,14.29,31.74,32.88,62.01,20.65,Ultra-Light,Safe,Smartphone
Smartphone Model 479,44,12,75,1.32,42,14.09,28.72,28.7,84.53,21.79,Ultra-Light,Moderate,Smartphone
Gaming Console Model 418,22,13,60,1.55,32,19.73,21.76,18.72,69.64,27.98,Ultra-Light,Moderate,Gaming Console
Bluetooth Speaker Model 261,28,2,57,1.21,0,23.63,13.53,10.12,75.82,27.96,Ultra-Light,Moderate,Bluetooth Speaker
Tablet Model 239,59,6,13,2.83,90,28.8,44.04,44.23,53.9,56.32,Ultra-Light,Safe,Tablet
Laptop Model 54,50,2,27,0.91,10,31.45,21.58,20.36,89.83,37.81,Ultra-Light,Moderate,Laptop
Camera DSLR Model 432,52,4,24,2.49,49,29.39,34.56,31.08,75.37,48.75,Ultra-Light,Moderate,Camera DSLR
Bluetooth Speaker Model 64,57,9,65,0.78,20,18.97,20.44,27.08,93.9,20.48,Ultra-Light,Moderate,Bluetooth Speaker
Power Bank Model 177,23,7,5,1.59,17,37.75,9.36,13.81,69.06,51.45,Ultra-Light,Moderate,Power Bank
Bluetooth Speaker Model 381,60,12,30,1.15,56,26.09,34.82,37.83,84.57,36.65,Ultra-Light,Safe,Bluetooth Speaker
Smartphone Model 238,55,17,7,0.59,51,33.15,32.03,36.16,83.61,40.79,Ultra-Light,Safe,Smartphone
Tablet Model 1,45,4,75,1.4,3,18.04,22.92,17.29,81.89,21.3,Ultra-Light,Moderate,Tablet
Smartwatch Model 21,36,3,22,1.7,78,26.62,36.36,32.6,38.54,45.84,Ultra-Light,Safe,Smartwatch
Smartwatch Model 414,29,16,15,1.25,42,32.05,18.33,24.46,67.24,44.47,Ultra-Light,Moderate,Smartwatch
Laptop Model 263,50,19,75,2.82,6,18.59,19.19,23.33,121.3,32.7,Ultra-Light,Moderate,Laptop
Power Bank Model 474,13,13,11,1.47,91,28.48,33.18,30.33,20.17,47.36,Ultra-Light,Safe,Power Bank
Smartphone Model 290,44,8,50,1.27,95,16.26,44.55,40.96,51.8,29.69,Ultra-Light,Safe,Smartphone
Headphones Model 320,28,14,67,2.96,65,15.18,26.5,29.11,54.94,35.53,Ultra-Light,Safe,Headphones
Camera DSLR Model 267,59,8,12,1.88,82,29.33,38.27,42.87,67.96,49.15,Ultra-Light,Safe,Camera DSLR
Camera DSLR Model 331,57,2,68,0.38,37,16.13,36.1,29.64,78.63,14.8,Ultra-Light,Moderate,Camera DSLR
Gaming Console Model 90,28,11,55,2.28,72,17.67,36.97,30.21,45.27,34.99,Ultra-Light,Safe,Gaming Console
Smartwatch Model 109,35,8,50,1.71,72,18.83,32.29,31.99,49.12,33.81,Ultra-Light,Safe,Smartwatch
Power Bank Model 128,30,9,67,1.06,8,19.74,14.58,14.59,84.53,20.6,Ultra-Light,Moderate,Power Bank
Smartphone Model 68,53,5,21,2.87,100,25.42,50.75,44.37,48.78,54.19,Ultra-Light,Safe,Smartphone
Smartwatch Model 151,48,3,17,0.49,84,26.79,41.86,38.48,47.11,35.84,Ultra-Light,Safe,Smartwatch
Smartwatch Model 358,14,4,32,2.71,86,23.43,32.17,26.99,31.08,49.32,Ultra-Light,Safe,Smartwatch
Bluetooth Speaker Model 482,54,14,99,2.53,0,11.82,19.07,22.02,114.06,20.89,Ultra-Light,Moderate,Bluetooth Speaker
Smartwatch Model 196,51,3,39,1.38,47,24.43,40.11,30.14,78.16,33.53,Ultra-Light,Moderate,Smartwatch
Power Bank Model 25,50,3,40,2.37,5,28.92,22.44,19.14,94.79,43.5,Ultra-Light,Moderate,Power Bank
Tablet Model 190,13,11,38,0.94,92,19.96,28.43,30.16,20.38,34.18,Ultra-Light,Safe,Tablet
Power Bank Model 344,29,17,74,1.02,25,15.91,13.25,20.5,82.53,19.21,Ultra-Light,Moderate,Power Bank
Headphones Model 186,18,18,49,2.49,15,25.29,10.86,14.18,75.92,39.94,Ultra-Light,Moderate,Headphones
Bluetooth Speaker Model 286,15,15,88,0.45,18,12.07,7.95,13.43,77.05,7.83,Ultra-Light,Moderate,Bluetooth Speaker
Headphones Model 151,18,10,18,2.38,22,33.83,13.63,13.94,67.85,51.46,Ultra-Light,Moderate,Headphones
Smartwatch Model 339,21,12,38,2.23,100,19.94,35.92,35.02,37.24,41.65,Ultra-Light,Safe,Smartwatch
Laptop Model 358,57,20,2,1.34,46,35.6,29.42,36.25,99.06,49.87,Ultra-Light,Moderate,Laptop
Tablet Model 380,51,13,1,1.31,46,35.89,31.93,32.4,80.39,49.19,Ultra-Light,Moderate,Tablet
Camera DSLR Model 343,41,11,96,1.79,68,5.47,34.46,33.83,69.45,16.42,Ultra-Light,Safe,Camera DSLR
Headphones Model 5,51,3,31,0.47,4,30.58,19.94,19.53,96.97,32.71,Ultra-Light,Moderate,Headphones
Tablet Model 362,23,16,75,1.7,16,16.92,11.34,15.79,72.56,23.69,Ultra-Light,Moderate,Tablet
Hard Disk Drive Model 262,36,15,57,0.39,69,16.23,34.26,33.54,59.14,21.09,Ultra-Light,Safe,Hard Disk Drive
Hard Disk Drive Model 468,39,9,11,2.83,89,29.5,43.09,37.73,46.21,58.68,Ultra-Light,Safe,Hard Disk Drive
Headphones Model 317,18,11,83,1.74,77,8.44,28.29,28.04,43.53,18.91,Ultra-Light,Safe,Headphones
Hard Disk Drive Model 129,18,19,17,1.1,71,28.46,25.38,28.64,49.26,43.19,Ultra-Light,Safe,Hard Disk Drive
Tablet Model 295,28,6,43,1.48,23,25.69,17.04,16.83,74.28,36.28,Ultra-Light,Moderate,Tablet
Power Bank Model 22,31,19,99,1.77,56,5.76,25.44,29.33,64.01,14.48,Ultra-Light,Safe,Power Bank
Smartwatch Model 193,38,19,57,0.34,60,17.1,26.09,33.0,81.47,17.59,Ultra-Light,Safe,Smartwatch
Tablet Model 298,48,13,31,1.48,85,23.09,38.34,41.08,56.0,40.73,Ultra-Light,Safe,Tablet
Headphones Model 352,48,17,6,2.33,18,37.8,17.61,25.2,89.64,56.43,Ultra-Light,Moderate,Headphones
Hard Disk Drive Model 245,40,17,67,2.2,20,19.22,18.12,22.92,98.39,29.27,Ultra-Light,Moderate,Hard Disk Drive
Laptop Model 348,30,3,80,1.06,73,9.34,41.11,29.34,38.62,17.77,Ultra-Light,Safe,Laptop
Bluetooth Speaker Model 278,56,20,63,0.53,1,21.32,19.1,24.77,117.22,19.32,Ultra-Light,Moderate,Bluetooth Speaker
Smartphone Model 100,32,3,100,2.17,69,4.4,30.72,28.87,31.26,18.21,Ultra-Light,Safe,Smartphone
Camera DSLR Model 295,45,13,2,1.6,42,36.16,25.8,29.26,86.44,50.88,Ultra-Light,Moderate,Camera DSLR
Tablet Model 182,58,16,40,1.99,75,21.69,43.17,42.75,73.78,39.53,Ultra-Light,Safe,Tablet
Headphones Model 496,48,14,59,0.4,1,22.44,15.44,20.49,104.8,19.99,Ultra-Light,Moderate,Headphones
Headphones Model 81,55,2,6,1.37,97,29.32,48.63,43.79,45.16,48.61,Ultra-Light,Safe,Headphones
Power Bank Model 49,39,8,97,2.89,40,8.63,24.05,25.22,75.04,23.64,Ultra-Light,Moderate,Power Bank
Camera DSLR Model 356,16,9,92,2.57,80,5.94,26.5,27.46,18.22,23.8,Ultra-Light,Safe,Camera DSLR
Headphones Model 150,19,20,30,2.86,3,32.42,5.07,11.97,85.03,51.28,Ultra-Light,Moderate,Headphones
Smartwatch Model 365,30,12,51,1.02,89,16.41,35.59,35.6,42.94,27.53,Ultra-Light,Safe,Smartwatch
Laptop Model 290,10,8,53,1.24,26,22.24,12.0,11.81,52.1,28.95,Ultra-Light,Moderate,Laptop
Smartwatch Model 171,24,11,57,1.67,58,18.1,29.74,25.4,57.07,29.19,Ultra-Light,Safe,Smartwatch
Camera DSLR Model 352,21,2,72,2.76,86,11.46,34.05,28.94,27.74,32.58,Ultra-Light,Safe,Camera DSLR
Smartphone Model 335,34,18,69,0.43,93,10.26,33.26,39.59,46.29,14.15,Ultra-Light,Safe,Smartphone
Headphones Model 6,44,2,12,2.8,31,34.98,32.15,23.23,77.84,57.14,Ultra-Light,Moderate,Headphones
Smartwatch Model 258,31,11,93,1.91,94,3.85,41.8,36.81,33.72,15.75,Ultra-Light,Safe,Smartwatch
Laptop Model 360,50,13,26,2.54,51,28.62,33.38,33.12,88.41,48.99,Ultra-Light,Safe,Laptop
Smartwatch Model 62,54,4,49,2.17,16,25.0,26.05,23.57,87.06,38.07,Ultra-Light,Moderate,Smartwatch
Bluetooth Speaker Model 96,21,12,15,2.35,3,36.61,9.37,10.75,81.17,52.64,Ultra-Light,Moderate,Bluetooth Speaker
Headphones Model 244,34,4,27,1.29,61,26.57,29.97,27.96,51.73,38.98,Ultra-Light,Safe,Headphones
Power Bank Model 163,37,5,11,0.42,62,30.75,34.11,29.64,56.15,37.83,Ultra-Light,Safe,Power Bank
Laptop Model 279,56,8,55,1.75,74,17.15,42.53,39.84,64.8,31.77,Ultra-Light,Safe,Laptop
Power Bank Model 65,49,19,88,2.79,24,12.87,18.28,27.48,98.23,26.82,Ultra-Light,Moderate,Power Bank
Gaming Console Model 235,35,8,9,0.65,55,32.19,26.31,27.9,61.43,40.93,Ultra-Light,Safe,Gaming Console
Smartphone Model 450,41,20,10,1.4,91,28.74,36.98,41.89,55.48,47.12,Ultra-Light,Safe,Smartphone
Hard Disk Drive Model 328,27,14,23,0.95,83,25.37,31.44,33.56,35.7,37.39,Ultra-Light,Safe,Hard Disk Drive
Smartphone Model 265,27,14,47,2.09,18,25.35,11.34,17.14,82.39,38.85,Ultra-Light,Moderate,Smartphone
Laptop Model 381,49,18,72,2.36,79,11.92,31.66,41.05,69.62,29.07,Ultra-Light,Safe,Laptop
Laptop Model 257,55,5,28,0.3,58,25.98,36.51,34.96,71.78,32.3,Ultra-Light,Safe,Laptop
Power Bank Model 325,10,11,32,2.83,80,24.1,31.74,25.83,40.06,49.83,Ultra-Light,Safe,Power Bank
Smartphone Model 38,14,14,67,1.3,53,15.38,22.08,21.46,55.34,23.05,Ultra-Light,Safe,Smartphone
Gaming Console Model 86,23,17,76,1.74,43,13.94,20.75,22.79,69.45,20.89,Ultra-Light,Moderate,Gaming Console
Camera DSLR Model 489,31,5,25,0.79,11,31.87,16.69,14.73,76.0,37.84,Ultra-Light,Moderate,Camera DSLR
Headphones Model 476,22,6,58,2.03,86,15.22,33.65,30.4,25.26,33.88,Ultra-Light,Safe,Headphones
Headphones Model 39,43,18,71,0.46,62,12.78,30.52,34.98,86.7,13.36,Ultra-Light,Safe,Headphones
